Date,Open,High,Low,Close,Volume,Openint
2013-03-19,7.2082,7.2844,6.9031,7.046,306517
2013-03-20,6.9793,7.1508,6.9125,6.9315,331535
2013-03-21,6.9315,6.9315,6.5502,6.7886,1047209
2013-03-22,6.6932,6.6932,6.3404,6.6551,213090
2013-03-25,6.6742,6.8458,6.5025,6.617,123541
2013-03-26,6.5789,6.6074,6.2642,6.5312,180891
2013-03-27,6.4168,6.5789,6.3404,6.5312,101006
2013-03-28,6.5312,6.5502,6.3881,6.5502,149055
2013-04-02,6.4834,6.5407,6.3023,6.4071,68596
2013-04-03,6.2928,6.3404,6.0162,6.2261,324328
2013-04-04,6.0449,6.2261,6.0449,6.1974,89205
2013-04-05,6.2261,6.6074,6.1307,6.493,116752
2013-04-08,6.6455,6.7314,6.5597,6.5789,211637
2013-04-09,6.5979,6.6074,6.3404,6.4168,55224
2013-04-10,6.5312,6.5979,6.369,6.5789,101271
2013-04-11,6.5789,6.5979,6.5312,6.5979,70133
2013-04-12,6.6264,6.6264,6.5693,6.5979,37236
2013-04-15,6.6455,6.6455,6.5025,6.5597,33035
2013-04-17,6.5597,6.5597,6.3787,6.4358,120538
2013-04-18,6.4358,6.4358,6.0449,6.35,168618
2013-04-19,6.3213,6.3881,6.3213,6.35,78216
2013-04-22,6.35,6.4358,6.3404,6.3404,35196
2013-04-23,6.3404,6.3881,6.2546,6.2546,82748
2013-04-24,6.3881,6.4071,6.207,6.4071,100368
2013-04-25,6.3881,6.5789,6.3881,6.4834,41146
2013-04-26,6.493,6.884,6.493,6.8458,222006
2013-04-29,6.8458,7.0556,6.8458,7.0556,206342
2013-04-30,7.0556,7.189,6.8744,7.189,208962
2013-05-02,7.189,7.189,7.0556,7.0651,18195
2013-05-06,7.0174,7.0746,6.8649,6.9125,45715
2013-05-07,6.9602,7.3702,6.9125,7.3415,429715
2013-05-08,7.3415,7.3893,7.1985,7.3511,152034
2013-05-09,7.3415,7.4465,7.2082,7.4369,142207
2013-05-10,7.4369,7.5514,7.3607,7.4465,201524
2013-05-13,7.3607,7.3893,7.1604,7.3415,88297
2013-05-14,7.3321,7.3415,7.189,7.3321,46071
2013-05-15,7.3321,7.3321,6.8649,7.1795,142185
2013-05-16,7.0746,7.2176,7.046,7.2176,83431
2013-05-17,7.2748,7.3893,7.2176,7.3225,196985
2013-05-20,7.3797,7.8659,7.3225,7.6276,638291
2013-05-21,7.7229,7.761,7.58,7.58,75919
2013-05-22,7.5323,7.7516,7.5037,7.6944,128132
2013-05-23,7.5323,7.6944,7.5227,7.6944,90595
2013-05-24,7.6944,8.1043,7.6658,8.009,389250
2013-05-27,8.1043,8.171,7.9804,8.152,192697
2013-05-28,8.171,8.276,7.8469,8.2188,474298
2013-05-29,8.2188,8.3809,8.1329,8.3809,183781
2013-05-31,8.3903,8.3903,8.2092,8.3809,119933
2013-06-03,8.3713,8.3713,8.2092,8.2473,54091
2013-06-04,8.2664,8.438,8.2664,8.3427,109636
2013-06-05,8.3427,8.3427,8.0948,8.2664,123948
2013-06-06,8.2473,8.3236,8.152,8.2855,93222
2013-06-07,8.2283,8.3427,8.2188,8.3427,70990
2013-06-10,8.3332,8.5334,8.2951,8.5334,228626
2013-06-11,8.562,8.5715,8.438,8.5715,109120
2013-06-12,8.5715,9.096,8.5715,9.0769,461604
2013-06-13,9.0769,9.191,8.8671,8.8861,227154
2013-06-14,8.8861,9.115,8.8671,9.0578,206565
2013-06-17,9.0578,9.1054,8.8671,9.0483,97538
2013-06-18,9.0386,9.0386,8.8957,8.9148,81660
2013-06-19,8.9339,8.9339,8.438,8.5429,300062
2013-06-20,8.3427,8.3809,7.8184,8.152,538743
2013-06-21,7.9614,8.4285,7.8278,8.1139,206893
2013-06-24,8.152,8.3427,8.152,8.2569,88279
2013-06-25,8.2569,8.581,8.2473,8.581,72114
2013-06-26,8.581,8.6764,8.2951,8.6764,138143
2013-06-27,8.6764,8.9148,8.4094,8.7622,216476
2013-06-28,8.8099,8.8195,8.5334,8.8195,127888
2013-07-01,8.8099,8.8099,8.6287,8.7718,57418
2013-07-02,8.7432,8.7718,8.5524,8.5715,65209
2013-07-03,8.4952,8.5524,8.2951,8.5524,162098
2013-07-04,8.4477,8.7813,8.4477,8.7718,109106
2013-07-05,8.829,8.848,8.6383,8.6764,55341
2013-07-08,8.6287,8.6954,8.581,8.6669,74582
2013-07-09,8.6002,8.6669,8.4858,8.6287,105786
2013-07-10,8.6478,8.6764,8.581,8.6097,28780
2013-07-11,8.6573,9.0386,8.6573,8.9529,159425
2013-07-12,8.9529,8.9624,8.8766,8.8861,84681
2013-07-15,8.9434,8.9434,8.8195,8.8576,6130
2013-07-16,8.8576,8.8576,8.6764,8.7718,57030
2013-07-17,8.7718,8.7909,8.6764,8.7718,157864
2013-07-18,8.7718,8.9148,8.6954,8.8957,100324
2013-07-19,9.0578,9.2962,8.9721,9.1531,608377
2013-07-22,9.2573,9.3244,8.9815,9.0483,149642
2013-07-23,9.0578,9.191,8.9053,9.1531,92964
2013-07-24,9.191,9.2389,9.0196,9.1054,57958
2013-07-25,9.191,9.2006,9.0005,9.115,98788
2013-07-26,9.2199,9.4109,9.115,9.373,219229
2013-07-29,9.4012,10.278,9.3915,10.154,635106
2013-07-30,10.154,10.288,9.782,10.183,362949
2013-07-31,10.278,10.278,10.154,10.202,106107
2013-08-01,10.212,10.488,9.821,9.821,493894
2013-08-02,10.012,10.097,9.592,9.897,321978
2013-08-05,9.725,9.964,9.631,9.964,281520
2013-08-06,9.974,10.087,9.907,9.935,272431
2013-08-07,9.915,10.058,9.915,10.012,115887
2013-08-08,10.031,10.202,9.992,10.107,249117
2013-08-09,10.116,10.202,10.012,10.174,183213
2013-08-12,10.183,10.192,10.031,10.192,86966
2013-08-13,10.154,10.678,10.154,10.545,472444
2013-08-14,10.612,10.869,10.555,10.774,439784
2013-08-16,10.803,10.841,10.669,10.765,147730
2013-08-19,10.822,10.822,10.393,10.565,241293
2013-08-20,10.516,10.516,10.249,10.393,161944
2013-08-21,10.402,11.307,10.402,11.098,371612
2013-08-22,11.289,11.508,11.022,11.441,475546
2013-08-23,11.537,11.556,11.413,11.527,167144
2013-08-26,11.527,11.527,11.165,11.174,192308
2013-08-27,11.165,11.451,10.536,10.879,478074
2013-08-28,10.774,11.441,10.393,11.251,572631
2013-08-29,11.441,11.937,11.404,11.937,540178
2013-08-30,11.918,12.07,11.727,11.794,237294
2013-09-02,11.727,12.07,11.489,11.623,185927
2013-09-03,11.804,11.918,11.633,11.814,213931
2013-09-04,11.823,12.099,11.527,11.604,1939931
2013-09-05,11.537,11.537,10.412,11.489,1099491
2013-09-06,11.489,11.985,11.299,11.852,156401
2013-09-09,11.918,11.985,11.708,11.87,110867
2013-09-10,11.937,12.004,11.699,11.775,309563
2013-09-11,11.87,12.472,11.556,12.338,818839
2013-09-12,12.338,12.758,12.204,12.728,394404
2013-09-13,12.776,13.109,12.538,13.109,334091
2013-09-16,13.158,13.339,12.595,12.958,260571
2013-09-17,13.015,13.119,12.566,13.063,307608
2013-09-18,13.063,13.072,12.825,12.919,204035
2013-09-19,13.082,13.282,12.872,13.109,156909
2013-09-20,13.176,13.176,12.872,13.119,166727
2013-09-23,13.109,13.196,12.986,13.015,84392
2013-09-24,13.109,13.148,12.986,13.1,109764
2013-09-25,13.063,13.91,12.881,13.91,477214
2013-09-26,13.92,14.111,13.73,14.101,206420
2013-09-27,14.111,14.111,13.958,14.111,151569
2013-09-30,14.111,14.464,14.035,14.168,373440
2013-10-01,14.149,14.207,14.016,14.207,64285
2013-10-02,14.274,14.274,14.207,14.216,36653
2013-10-03,14.254,14.397,14.016,14.13,142075
2013-10-04,14.207,14.207,13.567,14.207,268748
2013-10-07,14.207,14.245,13.683,14.054,191596
2013-10-08,13.987,13.997,13.749,13.873,46288
2013-10-09,13.777,13.787,12.776,13.52,1147008
2013-10-10,13.539,14.064,13.348,14.064,263274
2013-10-11,14.111,14.158,13.73,13.797,732765
2013-10-14,13.73,13.92,13.539,13.806,122233
2013-10-15,13.806,13.825,13.587,13.587,117733
2013-10-16,13.596,13.596,13.072,13.529,372037
2013-10-17,13.539,13.587,13.253,13.339,158108
2013-10-18,13.129,13.587,12.825,13.539,282482
2013-10-21,13.596,14.044,13.596,13.92,424116
2013-10-22,14.111,14.368,13.73,13.73,370295
2013-10-23,13.806,13.92,13.777,13.797,71844
2013-10-24,13.873,13.968,13.71,13.825,117837
2013-10-25,13.825,14.284,13.616,14.207,181935
2013-10-28,14.292,14.435,14.025,14.254,180651
2013-10-29,14.264,14.301,14.111,14.292,120998
2013-10-30,14.301,14.969,14.074,14.655,332232
2013-10-31,14.778,15.008,14.683,14.778,259057
2013-11-04,15.065,15.198,14.941,15.131,312122
2013-11-05,15.256,15.256,15.016,15.046,181443
2013-11-06,15.065,15.131,14.865,15.016,151721
2013-11-07,15.016,15.103,14.921,14.921,49559
2013-11-08,15.016,15.016,14.493,14.778,152019
2013-11-12,15.208,15.236,14.826,14.998,68840
2013-11-13,15.046,15.046,14.493,14.588,164434
2013-11-14,14.493,14.931,14.407,14.875,94525
2013-11-15,14.921,15.065,14.788,14.875,83320
2013-11-18,14.969,15.016,14.778,14.807,76437
2013-11-19,14.969,14.969,14.464,14.588,165336
2013-11-20,14.493,14.911,14.301,14.826,147108
2013-11-21,14.903,15.627,14.635,15.627,468244
2013-11-22,15.732,15.923,15.494,15.732,128372
2013-11-25,15.856,16.114,14.969,16.114,651919
2013-11-26,16.018,16.16,15.656,16.066,967563
2013-11-27,15.684,16.16,15.57,16.066,331992
2013-11-28,16.066,16.351,15.827,15.827,295053
2013-11-29,15.827,16.066,15.742,15.97,65073
2013-12-02,16.094,16.094,15.637,15.656,66452
2013-12-03,15.599,15.713,15.446,15.675,62569
2013-12-04,15.722,15.722,14.511,15.446,500813
2013-12-05,15.456,15.456,15.284,15.436,53109
2013-12-06,15.436,15.75,15.303,15.494,94376
2013-12-09,15.589,15.827,15.589,15.608,48881
2013-12-10,15.627,15.684,15.35,15.675,120734
2013-12-11,15.637,15.732,15.55,15.589,35699
2013-12-12,15.446,15.475,15.065,15.246,129942
2013-12-13,15.169,15.331,14.683,14.875,212275
2013-12-16,14.865,15.589,14.511,15.589,310727
2013-12-17,15.541,15.827,15.541,15.589,265411
2013-12-18,15.589,15.732,15.589,15.589,258488
2013-12-19,15.732,15.923,15.637,15.779,614379
2013-12-20,15.923,16.16,15.876,16.114,527811
